survey,item,variable,values,nonresponses,question_text,response_categories,group
asianb3,trust_parl4,q10,c(1:4),,How much trust do you have in Parliament?,1 none at all / 2 not very much trust / 3 quite a lot of trust / 4 a great deal of trust,trust
asianb3,trust_parties4,q9,c(1:4),,How much trust do you have in political parties?,1 none at all / 2 not very much trust / 3 quite a lot of trust / 4 a great deal of trust,trust
asianb4,corrupt_gov4a,q118,c(1:4),,How widespread corruption in national government,1 almost everyone is corrupt / 2 most officials are corrupt / 3 not a lot of officials are corrupt / 4 hardly anyone is involved,corrupt
asianb4,resp_gov4,q115,c(4:1),"c(-1, 7:9)",How well do you think the government responds to what people want?,1 very responsive / 2 somewhat responsive / 3 not very responsive / 4 not responsive,eff
asianb4,right4,q137,c(4:1),,You can generally trust the people who run our government to do what is right.,1 Strongly agree / 4 Strongly disagree,trust_eff
asianb4,say4,q136,c(1:4),,People like me don't have any influence over what the government does,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree,eff
asianb4,trust_parl4,q10,c(1:4),,How much trust do you have in Parliament?,1 none at all / 2 not very much trust / 3 quite a lot of trust / 4 a great deal of trust,trust
asianb4,trust_parties4,q9,c(1:4),,How much trust do you have in political parties?,1 none at all / 2 not very much trust / 3 quite a lot of trust / 4 a great deal of trust,trust
asianb5_australia,corrupt_gov4a,q118,c(1:4),,How widespread corruption in national government,1 almost everyone is corrupt / 2 most officials are corrupt / 3 not a lot of officials are corrupt / 4 hardly anyone is involved,corrupt
asianb5_australia,resp_gov4,q115,c(4:1),-1,How well do you think the government responds to what people want?,1 very responsive / 2 somewhat responsive / 3 not very responsive / 4 not responsive,eff
asianb5_australia,right4,q137,c(4:1),,You can generally trust the people who run our government to do what is right.,1 Strongly agree / 4 Strongly disagree,trust_eff
asianb5_australia,say4,q136,c(1:4),,People like me don't have any influence over what the government does,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree,eff
asianb5_australia,trust_parl4,q10,c(1:4),,How much trust do you have in Parliament?,1 none at all / 2 not very much trust / 3 quite a lot of trust / 4 a great deal of trust,trust
asianb5_australia,trust_parties4,q9,c(1:4),,How much trust do you have in political parties?,1 none at all / 2 not very much trust / 3 quite a lot of trust / 4 a great deal of trust,trust
asianb5_india,resp_gov4,q121,c(4:1),c(7:9),How well do you think the government responds to what people want?,1 very responsive / 2 somewhat responsive / 3 not very responsive / 4 not responsive,eff
asianb5_india,right4,q144,c(4:1),,You can generally trust the people who run our government to do what is right.,1 Strongly agree / 4 Strongly disagree,trust_eff
asianb5_india,say4,q143,c(1:4),,People like me don't have any influence over what the government does,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree,eff
asianb5_indonesia,resp_gov4,v_121,c(4:1),c(7:9),How well do you think the government responds to what people want?,1 very responsive / 2 somewhat responsive / 3 not very responsive / 4 not responsive,eff
asianb5_indonesia,right4,v_144,c(4:1),,You can generally trust the people who run our government to do what is right.,1 Strongly agree / 4 Strongly disagree,trust_eff
asianb5_indonesia,say4,v_143,c(1:4),,People like me don't have any influence over what the government does,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree,eff
asianb5_japan,resp_gov4,q121,c(4:1),-1,How well do you think the government responds to what people want?,1 very responsive / 2 somewhat responsive / 3 not very responsive / 4 not responsive,eff
asianb5_japan,right4,q144,c(4:1),,You can generally trust the people who run our government to do what is right.,1 Strongly agree / 4 Strongly disagree,trust_eff
asianb5_japan,say4,q143,c(1:4),,People like me don't have any influence over what the government does,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree,eff
asianb5_korea,resp_gov4,q121,c(4:1),c(7:9),How well do you think the government responds to what people want?,1 very responsive / 2 somewhat responsive / 3 not very responsive / 4 not responsive,eff
asianb5_korea,right4,q144,c(4:1),,You can generally trust the people who run our government to do what is right.,1 Strongly agree / 4 Strongly disagree,trust_eff
asianb5_korea,say4,q143,c(1:4),,People like me don't have any influence over what the government does,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree,eff
asianb5_malaysia,resp_gov4,q121,c(4:1),c(7:9),How well do you think the government responds to what people want?,1 very responsive / 2 somewhat responsive / 3 not very responsive / 4 not responsive,eff
asianb5_malaysia,right4,q144,c(4:1),,You can generally trust the people who run our government to do what is right.,1 Strongly agree / 4 Strongly disagree,trust_eff
asianb5_malaysia,say4,q143,c(1:4),,People like me don't have any influence over what the government does,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree,eff
asianb5_mongolia,resp_gov4,q121,c(4:1),c(7:9),How well do you think the government responds to what people want?,1 very responsive / 2 somewhat responsive / 3 not very responsive / 4 not responsive,eff
asianb5_mongolia,right4,q144,c(4:1),,You can generally trust the people who run our government to do what is right.,1 Strongly agree / 4 Strongly disagree,trust_eff
asianb5_mongolia,say4,q143,c(1:4),,People like me don't have any influence over what the government does,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree,eff
asianb5_myanmar,resp_gov4,q121,c(4:1),c(7:9),How well do you think the government responds to what people want?,1 very responsive / 2 somewhat responsive / 3 not very responsive / 4 not responsive,eff
asianb5_myanmar,right4,q144,c(4:1),,You can generally trust the people who run our government to do what is right.,1 Strongly agree / 4 Strongly disagree,trust_eff
asianb5_myanmar,say4,q143,c(1:4),,People like me don't have any influence over what the government does,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree,eff
asianb5_philippines,resp_gov4,q121,c(4:1),c(7:9),How well do you think the government responds to what people want?,1 very responsive / 2 somewhat responsive / 3 not very responsive / 4 not responsive,eff
asianb5_philippines,right4,q144,c(4:1),,You can generally trust the people who run our government to do what is right.,1 Strongly agree / 4 Strongly disagree,trust_eff
asianb5_philippines,say4,q143,c(1:4),,People like me don't have any influence over what the government does,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree,eff
asianb5_taiwan,resp_gov4,q121,c(4:1),c(7:9),How well do you think the government responds to what people want?,1 very responsive / 2 somewhat responsive / 3 not very responsive / 4 not responsive,eff
asianb5_taiwan,right4,q144,c(4:1),,You can generally trust the people who run our government to do what is right.,1 Strongly agree / 4 Strongly disagree,trust_eff
asianb5_taiwan,say4,q143,c(1:4),,People like me don't have any influence over what the government does,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree,eff
asianb5_thailand,resp_gov4,q121,c(4:1),c(7:9),How well do you think the government responds to what people want?,1 very responsive / 2 somewhat responsive / 3 not very responsive / 4 not responsive,eff
asianb5_thailand,right4,q144,c(4:1),,You can generally trust the people who run our government to do what is right.,1 Strongly agree / 4 Strongly disagree,trust_eff
asianb5_thailand,say4,q143,c(1:4),,People like me don't have any influence over what the government does,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree,eff
asianb5_vietnam,resp_gov4,q121,c(4:1),c(7:9),How well do you think the government responds to what people want?,1 very responsive / 2 somewhat responsive / 3 not very responsive / 4 not responsive,eff
asianb5_vietnam,right4,q144,c(4:1),,You can generally trust the people who run our government to do what is right.,1 Strongly agree / 4 Strongly disagree,trust_eff
asianb5_vietnam,say4,q143,c(1:4),,People like me don't have any influence over what the government does,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree,eff
aussa2003,big4,v11,c(1:4),,"Would you say the government is run by a few big interests looking out for themselves, or that it is run for the benefit of all the people? ",1 entirely run for the big interests / 2 mostly run for the big interests / 3 mostly run for the benefit of all / 4 entirely run for the benefit of all,eff
aussa2005,big4,v10,c(1:4),,"Would you say the government is run by a few big interests looking out for themselves, or that it is run for the benefit of all the people? ",1 entirely run for the big interests / 2 mostly run for the big interests / 3 mostly run for the benefit of all / 4 entirely run for the benefit of all,eff
autnes2017,care5b,w1_q2x2,c(1:5),,Politicians do not care about what people like me think,1 completely agree / 2 somewhat agree / 3 partly agree-disagree / 4 somewhat disagree / 4 completely disagree,eff
autnes2017,care5b,w2_q2x2,c(1:5),,Politicians do not care about what people like me think,1 completely agree / 2 somewhat agree / 3 partly agree-disagree / 4 somewhat disagree / 4 completely disagree,eff
autnes2017,care5b,w3_q2x2,c(1:5),,Politicians do not care about what people like me think,1 completely agree / 2 somewhat agree / 3 partly agree-disagree / 4 somewhat disagree / 4 completely disagree,eff
autnes2017,care5b,w4_q3x2,c(1:5),,Politicians do not care about what people like me think,1 completely agree / 2 somewhat agree / 3 partly agree-disagree / 4 somewhat disagree / 4 completely disagree,eff
autnes2017,care5b,w6_q34x6,c(1:5),,Politicians do not care about what people like me think,1 completely agree / 2 somewhat agree / 3 partly agree-disagree / 4 somewhat disagree / 4 completely disagree,eff
belgiumes1991,care5e,v72_4,c(5:1),,"If people like me let the politicians know what we think, then they will take our opinions into account",1 completely agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 completely disagree,eff
belgiumes1991,vote5,v72_3,c(1:5),,Political parties are only interested in my vote and not in my opinions ,1 completely agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 completely disagree,eff
belgiumes1995,care5e,q97_3,c(5:1),,"If people like me let the politicians know what we think, then they will take our opinions into account",1 completely agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 completely disagree,eff
belgiumes1995,say5,q97_6,c(5:1),,People like me do have an influence on what political authorities do,1 completely agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 completely disagree,eff
belgiumes1995,vote5,q97_2,c(1:5),,Political parties are only interested in my vote and not in my opinions ,1 completely agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 completely disagree,eff
belgiumes1999,care5e,r79_3,c(5:1),,"If people like me let the politicians know what we think, then they will take our opinions into account",1 completely agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 completely disagree,eff
belgiumes1999,say5,r79_4,c(5:1),,People like me do have an influence on what political authorities do,1 completely agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 completely disagree,eff
belgiumes1999,vote5,r79_2,c(1:5),,Political parties are only interested in my vote and not in my opinions ,1 completely agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 completely disagree,eff
belgiumes2003,care5e,q61_c,c(5:1),,"If people like me let the politicians know what we think, then they will take our opinions into account",1 completely agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 completely disagree,eff
belgiumes2003,vote5,q61_b,c(1:5),,Political parties are only interested in my vote and not in my opinions ,1 completely agree / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 completely disagree,eff
belgiumes2007,vote5,q102_2,c(5:1),,Political parties are only interested in my vote and not in my opinions ,1 completely disagree / 2 disagree / 3 neither agree nor disagree / 4 agree / 5 completely agree,eff
belgiumes2014,care4d,q32a,c(1:4),,How much does the government care about what people like me think,1 none / 2 a little / 3 reasonably well / 4 a lot,eff
bes1987,say5,v109d,c(1:5),,People llke me have no say In what the government does,1 agree strongly / 2 agree / 3 neutral / 4 disagree / 5 disagree strongly,eff
bes1987,vote5,v109h,c(1:5),,"Parties are only interested in people's votes, not in their opinions",1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bes1992,care5b,v220c,c(1:5),,Councillors and MPs don't care what people like me think,1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bes1992,say5,v220b,c(1:5),,People llke me have no say In what the government does,1 agree strongly / 2 agree / 3 neutral / 4 disagree / 5 disagree strongly,eff
bes1997,say5,govnosay,c(1:5),,People llke me have no say In what the government does,1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bes2001,care5b,bq65e,c(1:5),,Politicians don't care what people like me think,1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bes2001,say5,bq65a,c(1:5),,People llke me have no say In what the government does,1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bes2001,touch5,bq65c,c(1:5),,Those elected to Parliament soon lose touch with the people,1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bes2001,vote5,bq65d,c(1:5),,"Parties are only interested in people's votes, not in their opinions",1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bes2005_post,care5b,dq59,c(1:5),,Politicians don't care what people like me think,1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bes2005_post,say5,dq60,c(1:5),,People llke me have no say In what the government does,1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bes2005_post,touch5,dq57,c(1:5),,Those elected to Parliament soon lose touch with the people,1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bes2005_post,vote5,dq58,c(1:5),,"Parties are only interested in people's votes, not in their opinions",1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bes2015,care5b,m02_1,c(1:5),,Politicians don't care what people like me think,1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bes2015,care5c,m02_7,c(1:5),,Politicians ignore the issues I really care about,1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bes2015,say5,m02_3,c(1:5),,People llke me have no say In what the government does,1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bes2017,care5b,m02_1,c(1:5),,Politicians don't care what people like me think,1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bes2017,care5c,m02_6,c(1:5),,Politicians ignore the issues I really care about,1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bes2017,say5,m02_3,c(1:5),,People llke me have no say In what the government does,1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bes2019,care5b,m02_1,c(1:5),,Politicians don't care what people like me think,1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bes2019,care5c,m02_6,c(1:5),,Politicians ignore the issues I really care about,1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bes2019,say5,m02_3,c(1:5),,People llke me have no say In what the government does,1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bsa_combo,right4b,govtrust,c(4:1),,How much do you trust British governments of any party to place the needs of the nation above the interests of their own political party?,1 almost always / 2 most of time / 3 some of time / 4 almost never,trust_eff
bsa_combo,touch5,losetch,c(1:5),,Generally speaking those we elect as MPs lose touch with people pretty quickly,1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bsa_combo,vote5,voteintr,c(1:5),,"Parties are only interested in people's votes, not in their opinions",1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bsa1994,right4b,govtrust,c(4:1),,How much do you trust British governments of any party to place the needs of the nation above the interests of their own political party?,1 almost always / 2 most of time / 3 some of time / 4 almost never,trust_eff
bsa1994,right4c,mpstrust,c(4:1),,And how much do you trust politicians of any party in Britain to tell the truth when they are in a tight corner?,1 just about always / 2 most of the time / 3 only some of the time / 4 almost never,trust_eff
bsa1994,touch5,losetch,c(1:5),,Generally speaking those we elect as MPs lose touch with people pretty quickly,1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bsa1994,vote5,voteintr,c(1:5),,"Parties are only interested in people's votes, not in their opinions",1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bsa1996,right4b,govtrust,c(4:1),,How much do you trust British governments of any party to place the needs of the nation above the interests of their own political party?,1 almost always / 2 most of time / 3 some of time / 4 almost never,trust_eff
bsa1996,right4c,mpstrust,c(4:1),,And how much do you trust politicians of any party in Britain to tell the truth when they are in a tight corner?,1 just about always / 2 most of the time / 3 only some of the time / 4 almost never,trust_eff
bsa1996,touch5,losetch,c(1:5),,Generally speaking those we elect as MPs lose touch with people pretty quickly,1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bsa1996,vote5,voteintr,c(1:5),,"Parties are only interested in people's votes, not in their opinions",1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bsa1997,right4b,govtrust,c(4:1),,How much do you trust British governments of any party to place the needs of the nation above the interests of their own political party?,1 almost always / 2 most of time / 3 some of time / 4 almost never,trust_eff
bsa1997,right4c,mpstrust,c(4:1),,And how much do you trust politicians of any party in Britain to tell the truth when they are in a tight corner?,1 just about always / 2 most of the time / 3 only some of the time / 4 almost never,trust_eff
bsa1998,right4b,govtrust,c(4:1),,How much do you trust British governments of any party to place the needs of the nation above the interests of their own political party?,1 almost always / 2 most of time / 3 some of time / 4 almost never,trust_eff
bsa1998,right4c,mpstrust,c(4:1),,And how much do you trust politicians of any party in Britain to tell the truth when they are in a tight corner?,1 just about always / 2 most of the time / 3 only some of the time / 4 almost never,trust_eff
bsa1998,touch5,losetch,c(1:5),,Generally speaking those we elect as MPs lose touch with people pretty quickly,1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bsa1998,vote5,voteintr,c(1:5),,"Parties are only interested in people's votes, not in their opinions",1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bsa2000,right4b,govtrust,c(4:1),,How much do you trust British governments of any party to place the needs of the nation above the interests of their own political party?,1 almost always / 2 most of time / 3 some of time / 4 almost never,trust_eff
bsa2000,right4c,mpstrust,c(4:1),,And how much do you trust politicians of any party in Britain to tell the truth when they are in a tight corner?,1 just about always / 2 most of the time / 3 only some of the time / 4 almost never,trust_eff
bsa2000,touch5,losetch,c(1:5),,Generally speaking those we elect as MPs lose touch with people pretty quickly,1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bsa2000,vote5,voteintr,c(1:5),,"Parties are only interested in people's votes, not in their opinions",1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bsa2001,right4b,govtrust,c(4:1),,How much do you trust British governments of any party to place the needs of the nation above the interests of their own political party?,1 almost always / 2 most of time / 3 some of time / 4 almost never,trust_eff
bsa2001,touch5,losetch,c(1:5),,Generally speaking those we elect as MPs lose touch with people pretty quickly,1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bsa2002,right4b,govtrust,c(4:1),,How much do you trust British governments of any party to place the needs of the nation above the interests of their own political party?,1 almost always / 2 most of time / 3 some of time / 4 almost never,trust_eff
bsa2002,right4c,mpstrust,c(4:1),,And how much do you trust politicians of any party in Britain to tell the truth when they are in a tight corner?,1 just about always / 2 most of the time / 3 only some of the time / 4 almost never,trust_eff
bsa2002,touch5,losetch,c(1:5),,Generally speaking those we elect as MPs lose touch with people pretty quickly,1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bsa2002,vote5,voteintr,c(1:5),,"Parties are only interested in people's votes, not in their opinions",1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bsa2003,right4b,govtrust,c(4:1),,How much do you trust British governments of any party to place the needs of the nation above the interests of their own political party?,1 almost always / 2 most of time / 3 some of time / 4 almost never,trust_eff
bsa2003,right4c,mpstrust,c(4:1),,And how much do you trust politicians of any party in Britain to tell the truth when they are in a tight corner?,1 just about always / 2 most of the time / 3 only some of the time / 4 almost never,trust_eff
bsa2003,touch5,losetch,c(1:5),,Generally speaking those we elect as MPs lose touch with people pretty quickly,1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bsa2003,vote5,voteintr,c(1:5),,"Parties are only interested in people's votes, not in their opinions",1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bsa2005,right4b,govtrust,c(4:1),,How much do you trust British governments of any party to place the needs of the nation above the interests of their own political party?,1 almost always / 2 most of time / 3 some of time / 4 almost never,trust_eff
bsa2005,right4c,mpstrust,c(4:1),,And how much do you trust politicians of any party in Britain to tell the truth when they are in a tight corner?,1 just about always / 2 most of the time / 3 only some of the time / 4 almost never,trust_eff
bsa2005,touch5,losetch,c(1:5),,Generally speaking those we elect as MPs lose touch with people pretty quickly,1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bsa2005,vote5,voteintr,c(1:5),,"Parties are only interested in people's votes, not in their opinions",1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bsa2006,right4b,govtrust,c(4:1),,How much do you trust British governments of any party to place the needs of the nation above the interests of their own political party?,1 almost always / 2 most of time / 3 some of time / 4 almost never,trust_eff
bsa2007,right4b,govtrust,c(4:1),,How much do you trust British governments of any party to place the needs of the nation above the interests of their own political party?,1 almost always / 2 most of time / 3 some of time / 4 almost never,trust_eff
bsa2007,right4c,mpstrust,c(4:1),,And how much do you trust politicians of any party in Britain to tell the truth when they are in a tight corner?,1 just about always / 2 most of the time / 3 only some of the time / 4 almost never,trust_eff
bsa2009,right4b,govtrust,c(4:1),,How much do you trust British governments of any party to place the needs of the nation above the interests of their own political party?,1 almost always / 2 most of time / 3 some of time / 4 almost never,trust_eff
bsa2009,right4c,mpstrust,c(4:1),,And how much do you trust politicians of any party in Britain to tell the truth when they are in a tight corner?,1 just about always / 2 most of the time / 3 only some of the time / 4 almost never,trust_eff
bsa2009,touch5,losetch,c(1:5),,Generally speaking those we elect as MPs lose touch with people pretty quickly,1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bsa2009,vote5,voteintr,c(1:5),,"Parties are only interested in people's votes, not in their opinions",1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bsa2010,right4b,govtrust,c(4:1),,How much do you trust British governments of any party to place the needs of the nation above the interests of their own political party?,1 almost always / 2 most of time / 3 some of time / 4 almost never,trust_eff
bsa2010,right4c,mpstrust,c(4:1),,And how much do you trust politicians of any party in Britain to tell the truth when they are in a tight corner?,1 just about always / 2 most of the time / 3 only some of the time / 4 almost never,trust_eff
bsa2010,touch5,losetch,c(1:5),,Generally speaking those we elect as MPs lose touch with people pretty quickly,1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bsa2010,vote5,voteintr,c(1:5),,"Parties are only interested in people's votes, not in their opinions",1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bsa2011,right4b,govtrust,c(4:1),,How much do you trust British governments of any party to place the needs of the nation above the interests of their own political party?,1 almost always / 2 most of time / 3 some of time / 4 almost never,trust_eff
bsa2011,right4c,mpstrust,c(4:1),,And how much do you trust politicians of any party in Britain to tell the truth when they are in a tight corner?,1 just about always / 2 most of the time / 3 only some of the time / 4 almost never,trust_eff
bsa2011,touch5,losetch,c(1:5),,Generally speaking those we elect as MPs lose touch with people pretty quickly,1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bsa2011,vote5,voteintr,c(1:5),,"Parties are only interested in people's votes, not in their opinions",1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bsa2012,right4b,govtrust,c(4:1),,How much do you trust British governments of any party to place the needs of the nation above the interests of their own political party?,1 almost always / 2 most of time / 3 some of time / 4 almost never,trust_eff
bsa2012,right4c,mpstrust,c(4:1),,And how much do you trust politicians of any party in Britain to tell the truth when they are in a tight corner?,1 just about always / 2 most of the time / 3 only some of the time / 4 almost never,trust_eff
bsa2013,right4c,mpstrust,c(4:1),,And how much do you trust politicians of any party in Britain to tell the truth when they are in a tight corner?,1 just about always / 2 most of the time / 3 only some of the time / 4 almost never,trust_eff
bsa2016,right4b,govtrust,c(4:1),,How much do you trust British governments of any party to place the needs of the nation above the interests of their own political party?,1 almost always / 2 most of time / 3 some of time / 4 almost never,trust_eff
bsa2016,right4c,mpstrust,c(4:1),,And how much do you trust politicians of any party in Britain to tell the truth when they are in a tight corner?,1 just about always / 2 most of the time / 3 only some of the time / 4 almost never,trust_eff
bsa2017,right4b,govtrust,c(4:1),,How much do you trust British governments of any party to place the needs of the nation above the interests of their own political party?,1 almost always / 2 most of time / 3 some of time / 4 almost never,trust_eff
bsa2019,right4b,govtrust,c(4:1),,How much do you trust British governments of any party to place the needs of the nation above the interests of their own political party?,1 almost always / 2 most of time / 3 some of time / 4 almost never,trust_eff
bsa2019,right4c,mpstrust,c(4:1),,And how much do you trust politicians of any party in Britain to tell the truth when they are in a tight corner?,1 just about always / 2 most of the time / 3 only some of the time / 4 almost never,trust_eff
bsa2019,touch5,losetch,c(1:5),,Generally speaking those we elect as MPs lose touch with people pretty quickly,1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bsa2019,vote5,voteintr,c(1:5),,"Parties are only interested in people's votes, not in their opinions",1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bsa2020,right4b,govtrust,c(4:1),,How much do you trust British governments of any party to place the needs of the nation above the interests of their own political party?,1 almost always / 2 most of time / 3 some of time / 4 almost never,trust_eff
bsa2020,right4c,mpstrust,c(4:1),,And how much do you trust politicians of any party in Britain to tell the truth when they are in a tight corner?,1 just about always / 2 most of the time / 3 only some of the time / 4 almost never,trust_eff
bsa2020,touch5,losetch,c(1:5),,Generally speaking those we elect as MPs lose touch with people pretty quickly,1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
bsa2020,vote5,voteintr,c(1:5),,"Parties are only interested in people's votes, not in their opinions",1 agree strongly / 2 agree / 3 neither agree nor disagree / 4 disagree / 5 disagree strongly,eff
canadianes2004,care4d,ces04_pes_g3,"c(1,3,5,7)",,I don't think the government cares much what people like me think,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree,eff
canadianes2004,say4,ces04_mbs_e11,c(1:4),,People like me don't have any say about what the government does,1 strongly agree / 2 agree / 3 disagree / 4 strongly disagree,eff
canadianes2006,care4d,ces06_pes_g2,"c(1,3,5,7)",,I don't think the government cares much what people like me think,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree,eff
canadianes2008,care4d,ces08_pes_g2,"c(1,3,5,7)",,I don't think the government cares much what people like me think,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree,eff
canadianes2008,say4,ces08_mbs_e11,c(1:4),,People like me don't have any say about what the government does,1 strongly agree / 2 agree / 3 disagree / 4 strongly disagree,eff
canadianes2011,care4d,pes11_48,"c(1,3,5,7)",,I don't think the government cares much what people like me think,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree,eff
canadianes2011,say4,mbs11_a10,c(1:4),,People like me don't have any say about what the government does,1 strongly agree / 2 agree / 3 disagree / 4 strongly disagree,eff
canadianes2015,care4d,p_iss_care,"c(1,3,5,7)",,I don't think the government cares much what people like me think,1 strongly agree / 2 somewhat agree / 3 somewhat disagree / 4 strongly disagree,eff
canadianes2019,care5a,pes19_govtcare,c(5:1),,The government does not care much about what people like me think,1 disagree strongly / 2 somewhat disagree / 3 neither agree nor disagree / 4 somewhat agree / 5 agree,eff
canadianes2019,say4,cps19_govt_say,c(4:1),,People like me don't have any say about what the government does,1 disagree strongly / 2 somewhat disagree / 3 somewhat agree / 4 agree,eff
canadianes2021,care5a,pes21_govtcare,c(5:1),,The government does not care much about what people like me think,1 disagree strongly / 2 somewhat disagree / 3 neither agree nor disagree / 4 somewhat agree / 5 agree,eff
